AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-38,-372,16553,-1,-7,0
-41,-394,16544,-1,-7,2
-45,-382,16512,0,-5,1
-35,-377,16524,-1,-6,0
-46,-386,16521,-2,-6,-1
-50,-366,16512,-3,-8,0
-24,-391,16520,0,-8,1
-46,-381,16530,-2,-5,1
-24,-390,16549,-1,-9,2
-27,-385,16513,0,-9,2
-49,-388,16507,0,-6,1
-33,-385,16553,1,-9,2
-37,-387,16523,0,-7,0
-43,-385,16542,-2,-8,1
-38,-390,16527,0,-7,1
-48,-380,16527,-2,-6,2
-43,-393,16528,-1,-5,1
-30,-382,16525,-3,-8,1
-43,-381,16533,0,-6,1
-34,-383,16523,-1,-7,0
-49,-385,16525,0,-8,1
-31,-373,16537,-1,-6,1
-32,-392,16529,-1,-9,3
-22,-382,16522,-1,-9,0
-35,-385,16536,-1,-9,0
-40,-390,16527,-1,-8,3
-56,-390,16502,0,-6,1
-27,-385,16522,-1,-6,0
-36,-368,16527,-1,-7,2
-40,-391,16518,0,-8,1
-23,-389,16525,-1,-8,1
-35,-377,16519,-1,-7,1
-30,-389,16527,0,-7,0
-37,-382,16534,0,-6,1
-18,-379,16535,-1,-7,0
-25,-382,16512,1,-5,2
-28,-390,16526,-1,-6,1
-49,-390,16540,-2,-8,-1
-38,-397,16542,1,-7,2
-28,-379,16530,-2,-7,1
-40,-368,16529,1,-8,0
-37,-383,16527,0,-6,2
-23,-382,16535,-1,-8,0
-36,-382,16523,-1,-7,1
-26,-365,16539,-1,-6,1
-35,-391,16534,0,-4,0
-41,-389,16530,-1,-6,2
-45,-390,16525,1,-7,4
-30,-381,16526,-2,-6,0
-41,-374,16523,-1,-6,1
-32,-379,16519,0,-8,2
-35,-385,16528,0,-7,0
-39,-382,16508,-1,-7,0
-43,-375,16521,-1,-6,2
-33,-367,16506,-1,-6,3
-24,-369,16520,1,-6,0
-34,-377,16530,-1,-7,2
-24,-365,16535,1,-8,1
-27,-370,16539,0,-7,1
-23,-388,16538,1,-7,2
-40,-374,16522,-2,-6,-1
-25,-390,16521,0,-7,0
-39,-383,16528,-1,-6,2
-52,-373,16537,0,-6,0
-52,-387,16518,-1,-6,1
-33,-373,16524,1,-5,2
-32,-372,16522,-1,-9,1
-41,-382,16532,-2,-8,0
-25,-360,16534,2,-6,0
-27,-379,16539,-1,-7,1
-39,-365,16531,-1,-6,1
-41,-390,16532,-1,-7,2
-37,-385,16525,-1,-7,3
-26,-380,16534,-1,-7,4
-32,-373,16533,1,-7,1
-31,-380,16539,-1,-7,1
-46,-382,16527,-1,-6,2
-44,-400,16524,1,-7,0
-28,-391,16520,1,-7,3
-43,-390,16533,0,-7,2
-36,-394,16526,0,-8,1
-19,-374,16533,-1,-7,-1
-24,-388,16518,1,-7,1
-35,-382,16523,0,-8,1
-36,-391,16521,-1,-7,1
-48,-365,16536,0,-5,2
-13,-375,16528,0,-5,0
-31,-381,16527,0,-6,1
-47,-372,16513,-1,-5,1
-26,-368,16531,-1,-6,1
-31,-368,16521,1,-7,2
-32,-369,16526,-1,-6,1
-22,-378,16533,-1,-7,-1
-43,-359,16522,-1,-6,2
-25,-374,16528,-1,-7,1
-27,-370,16545,1,-8,-1
-38,-370,16532,0,-8,2
-29,-381,16531,0,-8,2
-34,-361,16522,0,-6,3
-40,-361,16527,1,-6,0
-36,-376,16520,-1,-7,3
-28,-377,16528,0,-6,2
-53,-391,16529,0,-8,2
-29,-390,16536,0,-8,2
-41,-385,16534,-1,-7,1
-39,-384,16510,0,-6,0
-43,-368,16518,1,-6,1
-36,-379,16523,-1,-6,-1
-33,-398,16525,1,-6,3
-28,-374,16529,1,-7,0
-32,-390,16536,-1,-7,2
-52,-368,16539,0,-8,1
-34,-383,16528,-1,-7,2
-35,-385,16531,-1,-7,2
-35,-376,16530,0,-8,1
-37,-366,16509,-1,-6,1
-42,-401,16511,-1,-8,1
-38,-391,16535,0,-8,2
-27,-376,16545,-1,-9,3
-21,-376,16531,-1,-9,2
-39,-388,16535,-1,-6,1
-29,-371,16537,1,-5,2
-21,-367,16553,0,-8,3
-24,-370,16537,-1,-6,1
-28,-378,16531,-1,-8,1
-31,-378,16525,-2,-8,2
-34,-379,16524,-1,-9,0
-33,-382,16530,-1,-8,1
-28,-392,16539,-2,-8,3
-45,-380,16531,-1,-9,2
-41,-371,16541,0,-8,2
-46,-399,16513,1,-7,2
-47,-370,16533,0,-8,1
-39,-370,16534,-2,-7,0
-42,-392,16536,-2,-6,2
-38,-390,16534,-1,-7,1
-34,-382,16537,0,-6,3
-22,-376,16515,-1,-6,1
-36,-375,16525,-1,-6,1
-34,-377,16534,0,-6,0
-38,-366,16526,1,-8,2
-31,-377,16523,-1,-7,2
-24,-383,16532,-1,-7,1
-28,-396,16534,1,-8,2
-27,-396,16538,-3,-8,2
-37,-376,16526,0,-8,0
-21,-374,16532,-1,-8,0
-26,-376,16535,2,-7,0
-46,-387,16533,1,-6,2
-37,-379,16524,0,-6,1
-36,-383,16529,0,-8,2
-34,-378,16517,0,-6,2
-40,-368,16530,1,-8,1
-32,-365,16537,0,-7,2
-24,-373,16542,0,-7,1
-32,-367,16542,-2,-8,2
-40,-375,16534,-1,-6,0
-47,-364,16524,0,-7,1
-36,-379,16544,-1,-6,1
-21,-381,16552,-1,-7,2
-32,-374,16520,-1,-7,2
-28,-375,16547,1,-8,1
-30,-377,16543,1,-6,2
-5,-388,16513,0,-6,2
-37,-372,16537,0,-6,0
-42,-395,16528,1,-7,4
-23,-365,16522,-1,-6,1
-31,-373,16534,1,-7,4
-43,-365,16530,0,-6,2
-46,-385,16546,0,-6,2
-28,-380,16530,-1,-8,2
-19,-388,16547,0,-6,2
-39,-368,16526,-1,-8,0
-41,-367,16526,-2,-6,0
-32,-372,16525,-1,-6,1
-31,-376,16543,0,-8,0
-36,-381,16547,0,-7,2
-29,-389,16532,-1,-8,1
-32,-380,16538,2,-8,1
-20,-371,16537,0,-9,1
-45,-367,16529,-1,-9,0
-53,-387,16518,2,-7,-1
-13,-387,16529,1,-8,2
-39,-389,16521,-1,-7,1
-32,-385,16539,0,-9,0
-40,-372,16529,1,-7,0
-37,-373,16535,0,-7,1
-25,-375,16529,-1,-7,2
-33,-395,16539,-1,-6,1
-41,-382,16536,-1,-6,1
-36,-375,16518,0,-7,2
-51,-373,16532,-1,-8,1
-57,-386,16531,-2,-6,2
-22,-381,16530,-1,-7,1
-54,-393,16524,0,-7,1
-44,-376,16524,-1,-6,1
-44,-379,16531,-1,-7,0
-39,-361,16530,-1,-8,2
-29,-395,16526,-1,-8,2
-52,-372,16529,0,-7,2
-28,-361,16539,0,-6,0
-50,-359,16536,0,-8,2
-41,-391,16531,-2,-8,1
-38,-396,16517,0,-8,2
-29,-373,16559,1,-7,2
-28,-376,16514,0,-7,2
-28,-370,16535,1,-6,2
-40,-380,16537,0,-7,3
-29,-372,16542,-1,-8,2
-37,-382,16521,-2,-6,2
-33,-373,16548,-1,-6,0
-37,-383,16525,0,-7,1
-42,-366,16530,0,-7,2
-55,-385,16519,0,-8,1
-37,-364,16515,-2,-7,2
-27,-355,16528,1,-7,1
-21,-395,16538,0,-7,3
-39,-385,16525,2,-8,1
-58,-390,16519,-1,-8,1
-45,-377,16521,1,-8,1
-23,-393,16538,-2,-7,1
-26,-377,16539,-1,-7,0
-26,-360,16532,0,-8,0
-57,-387,16523,-1,-7,1
-49,-368,16538,-3,-8,0
-28,-365,16534,-3,-7,0
-28,-377,16541,-1,-9,-1
-51,-390,16513,-2,-9,3
-26,-374,16535,-1,-8,1
-36,-390,16513,0,-8,1
-47,-394,16507,0,-8,2
-45,-384,16533,0,-7,1
-32,-404,16517,-1,-8,1
-36,-372,16515,-1,-6,0
-28,-388,16522,-2,-8,-1
-34,-377,16523,-2,-8,2
-37,-380,16526,0,-7,0
-39,-390,16534,-3,-5,1
-57,-370,16537,0,-7,2
-39,-374,16546,-2,-8,1
-44,-382,16514,-2,-8,1
-34,-391,16535,0,-8,2
-42,-413,16514,-1,-7,1
-33,-368,16538,-2,-7,1
-37,-378,16534,-1,-8,2
-29,-370,16542,-1,-6,1
-37,-386,16528,-2,-7,1
-40,-391,16525,-2,-7,1
-38,-363,16539,-1,-8,1
-39,-371,16514,-1,-8,1
-45,-387,16515,-1,-9,-1
-27,-372,16535,0,-6,1
-46,-405,16534,0,-7,1
-32,-378,16525,0,-7,1
-35,-385,16534,0,-7,2
-35,-390,16531,1,-8,1
-27,-394,16527,-2,-7,2
-55,-390,16508,1,-8,0
-43,-381,16542,-2,-7,1
-23,-377,16521,-1,-8,2
-45,-398,16530,-2,-6,3
-48,-400,16521,0,-8,1
-39,-393,16526,-2,-8,0
-14,-368,16540,0,-8,1
-18,-383,16527,-1,-9,2
-32,-396,16529,0,-8,2
-27,-410,16525,0,-7,-1
-35,-381,16532,0,-8,-1
-38,-377,16515,-1,-7,2
-56,-367,16526,-2,-8,1
-48,-371,16528,0,-6,0
-27,-375,16541,0,-6,0
-36,-396,16527,0,-6,1
-28,-383,16532,1,-6,1
-35,-417,16520,0,-8,1
-18,-388,16533,0,-8,2
-33,-388,16528,0,-7,0
-39,-391,16533,0,-8,2
-27,-390,16533,-2,-7,1
-40,-388,16528,-2,-6,1
-39,-371,16525,-2,-8,0
-49,-396,16544,-2,-8,0
-42,-373,16528,-1,-8,2
-19,-391,16535,0,-7,1
-48,-393,16522,0,-7,2
-43,-396,16520,1,-8,-1
-42,-396,16524,-1,-9,1
-42,-382,16522,1,-6,3
-33,-381,16536,1,-8,1
-44,-384,16522,-2,-8,3
-46,-395,16521,-1,-7,2
-38,-382,16509,-3,-7,3
-47,-366,16536,-1,-7,2
-44,-398,16537,-2,-8,1
-44,-377,16513,0,-8,1
-46,-395,16521,0,-7,0
-35,-379,16519,0,-7,0
-34,-382,16519,-2,-7,0
-29,-382,16519,1,-7,0
-22,-383,16525,0,-8,1
-40,-382,16525,0,-7,1
-22,-380,16536,1,-6,1
-35,-408,16527,-1,-6,1
-32,-382,16526,-1,-7,1
-38,-375,16526,-2,-6,2
-40,-369,16525,0,-7,1
-29,-394,16528,0,-8,2
-38,-378,16527,0,-7,1
-32,-371,16533,1,-8,2
-50,-369,16509,-1,-7,3
-44,-393,16527,0,-8,-1
-41,-386,16533,0,-7,1
-30,-378,16515,0,-9,2
-29,-375,16536,1,-8,2
-32,-376,16515,-2,-8,0
-27,-390,16522,0,-7,1
-25,-365,16531,0,-10,3
-49,-399,16543,-1,-8,0
-39,-382,16523,-1,-8,1
-36,-377,16526,0,-9,2
-51,-392,16502,0,-7,1
-57,-400,16517,0,-8,0
-44,-381,16522,-1,-7,-1
-31,-372,16535,-2,-8,3
-38,-392,16526,-1,-7,-1
-40,-383,16538,-1,-9,3
-33,-371,16519,-2,-8,0
-56,-375,16530,-1,-6,1
-46,-383,16519,-2,-7,3
-23,-375,16539,-2,-7,1
-28,-380,16534,-1,-8,2
-27,-378,16523,0,-8,1
-34,-396,16530,1,-7,2
-36,-385,16523,0,-6,2
-24,-375,16547,-2,-8,3
-35,-362,16534,-2,-6,1
-34,-370,16549,-3,-6,1
-41,-394,16536,0,-7,1
-18,-382,16516,0,-7,0
-45,-362,16511,2,-8,2
-45,-356,16527,-1,-7,2
-63,-382,16518,-1,-8,2
-43,-388,16535,-1,-8,1
-38,-364,16547,-1,-8,1
-45,-397,16517,0,-8,2
-41,-378,16529,-1,-8,2
-43,-368,16522,0,-9,1
-20,-372,16536,-1,-7,0
-58,-396,16517,-1,-7,2
-41,-375,16525,0,-10,3
-32,-394,16529,0,-8,0
-43,-392,16534,-2,-7,0
-39,-374,16511,-1,-6,1
-43,-399,16510,-2,-8,1
-33,-391,16527,-1,-8,2
-34,-384,16535,0,-7,1
-21,-349,16528,0,-7,1
-30,-384,16528,-1,-8,2
-52,-391,16524,-1,-8,1
-49,-390,16516,0,-7,0
-44,-372,16542,0,-7,0
-34,-390,16525,-2,-8,0
-25,-386,16523,0,-6,1
-33,-387,16531,-1,-8,0
-37,-372,16541,1,-8,3
-24,-373,16537,-1,-8,2
-32,-380,16535,-2,-7,2
-52,-387,16521,-1,-7,2
-25,-366,16522,1,-8,1
-31,-405,16510,0,-7,1
-31,-386,16519,0,-8,2
-34,-382,16520,0,-7,2
-40,-386,16530,0,-9,2
-28,-382,16536,-2,-8,1
-32,-372,16519,0,-7,2
-41,-371,16538,-1,-7,1
-42,-375,16524,0,-6,2
-35,-400,16517,0,-6,3
-40,-381,16545,-1,-6,1
-51,-395,16537,-1,-7,1
-31,-400,16516,-1,-7,1
-54,-370,16528,0,-9,2
-42,-378,16531,1,-9,3
-34,-377,16524,1,-7,1
-21,-379,16532,-1,-8,1
-42,-379,16531,-2,-7,1
-51,-378,16529,0,-6,3
-45,-398,16530,-2,-6,2
-40,-395,16517,-1,-8,2
-49,-380,16522,1,-8,3
-39,-373,16528,0,-8,1
-29,-379,16543,0,-7,2
-39,-393,16539,0,-8,2
-52,-390,16514,0,-7,1
-48,-400,16521,1,-7,1
-43,-384,16528,1,-8,1
-43,-381,16522,0,-6,2
-51,-396,16523,0,-6,2
-52,-387,16532,0,-9,4
-46,-378,16529,-2,-9,1
-45,-403,16526,-1,-9,1
-54,-388,16521,-1,-7,1
-57,-370,16518,-1,-7,2
-44,-367,16539,-1,-8,2
-37,-384,16532,-2,-8,0
-40,-369,16539,1,-7,3
-37,-377,16542,2,-7,1
-51,-384,16536,-2,-6,3
-35,-370,16520,0,-7,3
-31,-379,16525,-1,-6,1
-33,-370,16534,-1,-8,2
-31,-371,16530,0,-6,2
-58,-382,16523,2,-9,2
-57,-377,16518,0,-7,-1
-56,-398,16524,0,-6,0
-40,-380,16534,1,-7,2
-29,-385,16521,-1,-8,2
-47,-381,16527,-1,-8,3
-30,-372,16529,-1,-8,3
-43,-384,16518,-1,-9,0
-34,-371,16527,-2,-6,1
-43,-374,16526,-2,-6,2
-24,-378,16508,-1,-8,1
-48,-372,16527,0,-8,1
-35,-372,16517,-2,-7,0
-21,-385,16529,0,-8,2
-38,-389,16533,0,-7,0
-39,-388,16535,1,-7,2
-21,-378,16526,2,-5,1
-43,-379,16524,-1,-6,1
-50,-383,16530,-2,-7,1
-22,-388,16531,0,-9,3
-27,-377,16535,0,-8,1
-44,-388,16521,-1,-7,2
-38,-378,16530,-2,-8,0
-55,-398,16522,0,-8,2
-37,-401,16533,0,-8,3
-40,-369,16521,-1,-6,1
-51,-383,16511,0,-8,1
-19,-374,16535,0,-8,0
-56,-373,16535,2,-7,3
-24,-372,16528,-2,-6,2
-45,-390,16525,1,-8,0
-35,-372,16523,-1,-7,1
-26,-390,16527,-2,-7,2
-18,-384,16525,-1,-6,0
-16,-379,16529,-1,-8,1
-22,-385,16532,-1,-7,1
-23,-372,16525,-1,-7,2
-36,-388,16541,1,-6,2
-32,-372,16541,1,-6,2
-40,-388,16519,-2,-8,2
-43,-374,16538,0,-8,0
-42,-383,16539,0,-7,-1
-47,-403,16545,-2,-7,0
-28,-402,16524,0,-8,1
-49,-398,16540,-2,-7,1
-49,-383,16538,0,-7,1
-50,-389,16519,0,-8,1
-48,-376,16534,0,-9,1
-41,-380,16544,0,-8,4
-35,-376,16554,-1,-7,-1
-35,-383,16521,-2,-7,2
-45,-359,16522,-1,-7,1
-40,-391,16540,0,-7,1
-30,-373,16554,-2,-8,1
-54,-379,16534,-1,-9,2
-31,-373,16526,-1,-8,3
-52,-394,16537,-2,-5,2
-53,-381,16524,-2,-8,2
-31,-379,16555,0,-9,1
-38,-384,16528,-2,-6,0
-44,-379,16533,0,-8,2
-47,-384,16550,0,-10,1
-40,-379,16524,-1,-7,0
-32,-370,16530,0,-7,1
-33,-382,16539,0,-10,0
-39,-380,16535,1,-9,0
-23,-382,16533,-2,-8,1
-46,-382,16526,0,-7,3
-52,-378,16533,0,-8,1
-29,-385,16526,-1,-8,1
-32,-378,16551,-1,-7,0
-40,-382,16550,-1,-9,1
-21,-380,16549,-3,-7,0
-42,-394,16540,-1,-9,1
-28,-389,16529,-1,-9,0
-41,-366,16523,-3,-9,2
-35,-371,16530,-2,-6,0
-21,-368,16530,1,-8,1
-24,-372,16536,-3,-9,2
-32,-388,16517,-2,-8,-1
-31,-377,16543,0,-7,2
-37,-395,16526,-2,-8,0
-49,-358,16514,-3,-7,3
-34,-357,16528,-1,-6,2
-32,-383,16522,1,-8,-1
-31,-364,16544,2,-8,3
-43,-367,16550,0,-9,0
-38,-366,16542,-2,-6,0
-26,-366,16542,0,-9,3
-45,-385,16529,-1,-7,0
-42,-390,16536,-1,-8,0
-39,-368,16541,0,-9,2
-52,-365,16528,-2,-8,1
-28,-370,16537,-1,-8,1
-49,-377,16523,0,-9,1
-42,-387,16535,-1,-8,0
-40,-383,16534,-1,-8,2
-40,-361,16543,0,-8,1
-28,-373,16525,-1,-8,1
-55,-387,16515,0,-7,1
-27,-401,16539,-1,-8,2
-50,-378,16522,-1,-8,1
-20,-366,16548,0,-7,1
-46,-386,16529,-1,-7,1
-42,-374,16528,-1,-6,0
-31,-368,16520,-1,-8,1
-57,-402,16520,-1,-8,2
-33,-374,16528,-1,-8,1
-31,-376,16526,-1,-8,1
-24,-381,16536,0,-7,1
-35,-369,16538,0,-7,2
-28,-401,16548,0,-6,0
-48,-372,16524,-1,-8,1
-44,-385,16529,0,-8,0
-26,-378,16534,0,-10,3
-42,-376,16540,-2,-9,1
-19,-370,16543,-2,-8,0
-42,-380,16537,-1,-7,3
-55,-396,16520,-1,-8,2
-50,-381,16522,0,-8,1
-33,-387,16525,-1,-6,0
-29,-379,16538,-2,-8,1
-31,-384,16519,-1,-6,0
-13,-378,16541,1,-9,2
-25,-383,16553,-2,-8,2
-53,-409,16506,1,-8,1
-43,-381,16522,1,-8,-1
-51,-391,16522,-1,-7,2
-26,-393,16521,-2,-7,1
-24,-376,16526,0,-9,1
-33,-378,16531,-3,-8,1
-42,-378,16517,1,-7,0
-33,-388,16529,-1,-8,1
-33,-400,16522,0,-8,1
-37,-379,16537,-2,-7,0
-21,-379,16537,0,-6,1
-40,-380,16541,0,-6,0
-29,-373,16535,-1,-8,3
-40,-384,16513,-2,-8,2
-28,-365,16512,-1,-9,4
-44,-369,16523,-1,-8,1
-35,-379,16536,-1,-7,0
-26,-390,16508,-3,-10,1
-51,-393,16513,-1,-9,2
-28,-381,16525,0,-8,3
-53,-387,16521,1,-9,1
-40,-395,16511,1,-6,2
-31,-387,16537,0,-7,0
-36,-364,16526,0,-8,2
-18,-369,16534,-1,-7,3
-34,-375,16537,0,-7,3
-41,-387,16534,-1,-8,2
-35,-394,16522,-1,-7,3
-37,-389,16545,-1,-8,2
-53,-398,16524,-1,-8,0
-40,-386,16530,0,-11,1
-26,-380,16530,-1,-8,1
-35,-391,16529,1,-8,0
-66,-393,16523,0,-7,1
-33,-393,16517,-1,-7,2
-29,-409,16524,-3,-8,3
-48,-382,16531,0,-8,1
-51,-372,16518,0,-6,0
-20,-390,16533,-1,-8,1
-24,-374,16540,1,-7,1
-49,-377,16520,1,-8,0
-48,-390,16533,-1,-8,2
-52,-383,16507,-1,-7,2
-45,-388,16543,-1,-8,1
-25,-384,16537,1,-7,2
-47,-376,16535,1,-8,-1
-12,-382,16541,-1,-8,0
-41,-384,16543,-2,-9,2
-31,-382,16527,1,-9,1
-39,-367,16539,-1,-7,1
-36,-378,16519,-2,-9,1
-32,-374,16518,-2,-6,2
-43,-384,16528,0,-7,0
-30,-383,16528,1,-9,1
-34,-391,16541,-1,-9,0
-35,-385,16529,-2,-8,1
-26,-381,16525,-2,-9,0
-44,-370,16521,-1,-7,1
-43,-382,16523,-1,-7,1
-37,-371,16506,-1,-7,3
-42,-378,16539,0,-9,2
-64,-381,16525,2,-8,1
-47,-391,16505,0,-9,2
-37,-379,16546,0,-7,1
-37,-392,16516,-1,-7,0
-32,-386,16526,-1,-7,1
-29,-370,16534,-1,-8,0
-29,-379,16528,-1,-10,1
-48,-397,16524,-1,-7,1
-47,-368,16533,0,-10,2
-29,-369,16534,-2,-7,2
-37,-395,16538,0,-7,2
-37,-376,16538,0,-8,1
-27,-369,16515,-1,-9,3
-38,-375,16541,0,-8,0
-41,-376,16526,0,-7,1
-44,-370,16524,-2,-9,1
-36,-387,16530,-1,-9,1
-46,-372,16536,-3,-7,1
-15,-382,16545,-3,-7,0
-49,-377,16541,-1,-7,0
-39,-387,16526,-2,-9,1
-41,-376,16545,-1,-7,1
-42,-384,16517,-1,-8,2
-44,-392,16523,0,-6,1
-50,-392,16531,-1,-7,1
-53,-398,16514,-2,-8,3
-49,-367,16520,0,-8,2
-38,-370,16536,-1,-8,-1
-39,-361,16546,0,-8,1
-32,-393,16532,1,-9,1
-28,-387,16525,1,-7,0
-50,-393,16529,-1,-7,1
-67,-377,16543,0,-8,-1
-34,-362,16539,0,-7,1
-25,-379,16538,-1,-7,1
-40,-380,16539,0,-9,3
-42,-375,16527,0,-9,0
-68,-373,16522,0,-6,0
-50,-382,16541,-1,-7,1
-38,-386,16522,-1,-8,1
-51,-384,16521,0,-8,3
-33,-362,16536,-1,-8,0
-41,-381,16533,-1,-8,1
-42,-375,16511,0,-8,1
-27,-381,16540,-1,-8,1
-42,-381,16524,0,-9,3
-47,-386,16525,-1,-7,1
-34,-391,16522,0,-7,0
-40,-375,16527,-1,-7,0
-36,-370,16515,0,-9,2
-37,-385,16532,-1,-8,2
-50,-398,16518,-1,-9,0
-35,-383,16525,-1,-9,4
-46,-373,16528,0,-7,3
-31,-387,16541,-2,-10,1
-42,-389,16513,-1,-7,0
-64,-382,16537,1,-9,1
-33,-384,16520,-1,-9,1
-49,-366,16528,-1,-8,2
-45,-382,16523,0,-7,2
-39,-386,16519,-2,-8,0
-50,-397,16515,-1,-8,0
-37,-396,16527,-1,-7,0
-47,-379,16512,-1,-8,1
-35,-382,16539,-2,-9,0
-35,-388,16523,-1,-7,2
-46,-376,16533,-1,-8,1
-58,-388,16512,-2,-7,2
-36,-395,16523,0,-8,1
-28,-365,16533,1,-7,2
-39,-386,16532,-1,-8,2
-30,-387,16531,-1,-10,0
-43,-397,16521,-1,-8,1
-52,-386,16528,0,-9,1
-55,-392,16501,2,-8,0
-62,-380,16532,1,-9,1
-39,-385,16538,-1,-8,2
-34,-386,16539,0,-8,3
-31,-378,16514,0,-8,1
-31,-384,16512,0,-9,1
-51,-391,16521,-1,-7,1
-54,-381,16522,0,-7,1
-52,-391,16527,-2,-8,1
-42,-376,16522,-1,-8,1
-52,-387,16537,1,-9,2
-44,-389,16518,1,-8,0
-38,-396,16508,-2,-9,1
-23,-363,16520,2,-7,1
-29,-368,16541,0,-7,0
-37,-382,16505,-2,-7,0
-45,-403,16519,-1,-8,2
-43,-391,16516,0,-10,-1
-38,-401,16520,-2,-9,3
-45,-397,16515,-1,-8,1
-54,-376,16540,0,-9,3
-46,-375,16511,1,-8,2
-58,-391,16503,0,-8,0
-52,-386,16528,1,-8,1
-39,-380,16526,0,-8,0
-50,-393,16531,0,-8,1
-36,-385,16539,0,-9,1
-54,-380,16515,-1,-8,2
-36,-379,16511,1,-8,1
-46,-394,16524,1,-8,3
-27,-383,16525,0,-8,1
-44,-369,16528,-1,-7,0
-65,-387,16512,-1,-8,0
-56,-398,16514,-1,-7,0
-45,-406,16501,-2,-8,2
-33,-381,16514,0,-8,-1
-50,-378,16523,-1,-7,2
-39,-365,16547,-1,-9,2
-49,-377,16516,-1,-9,0
-26,-376,16524,-1,-8,0
-47,-387,16528,0,-8,1
-55,-386,16519,-1,-8,2
-46,-382,16524,-2,-8,2
-47,-369,16530,1,-9,0
-43,-394,16519,0,-7,0
-44,-393,16532,-2,-8,1
-25,-383,16506,0,-8,3
-53,-387,16526,0,-9,2
-46,-395,16507,0,-9,0
-36,-377,16515,-1,-7,3
-48,-390,16525,-2,-7,1
-51,-377,16520,-1,-8,1
-28,-362,16527,1,-9,-1
-39,-395,16531,-1,-8,0
-35,-389,16532,-1,-7,0
-51,-386,16523,0,-7,1
-59,-380,16522,-1,-10,0
-36,-399,16522,0,-8,2
-26,-386,16523,1,-8,0
-39,-381,16539,0,-9,0
-46,-396,16530,1,-8,-1
-34,-396,16528,0,-8,1
-22,-374,16520,-1,-9,2
-54,-377,16535,-3,-9,1
-34,-383,16519,1,-9,2
-25,-365,16545,0,-8,0
-38,-399,16530,-1,-7,0
-48,-378,16508,-2,-7,0
-39,-392,16526,1,-8,2
-31,-357,16537,-2,-6,2
-38,-373,16511,0,-8,2
-38,-377,16532,1,-9,1
-39,-369,16534,0,-7,2
-34,-376,16521,-1,-7,1
-45,-381,16516,-1,-8,2
-53,-398,16529,-2,-8,0
-40,-401,16523,-1,-8,1
-39,-396,16510,0,-9,0
-36,-384,16546,0,-8,2
-41,-394,16505,0,-8,0
-60,-394,16520,0,-8,0
-33,-380,16532,0,-8,1
-33,-389,16532,0,-7,-1
-43,-394,16530,-1,-6,1
-27,-385,16527,-1,-8,1
-30,-386,16527,-1,-10,1
-52,-376,16520,-1,-8,2
-49,-388,16535,-3,-7,0
-38,-376,16538,0,-8,1
-40,-367,16529,0,-8,1
-36,-380,16527,0,-6,-1
-49,-384,16528,0,-9,2
-36,-376,16523,0,-10,2
-53,-381,16523,-1,-7,2
-49,-383,16529,0,-7,1
-33,-385,16528,-2,-8,0
-53,-383,16531,1,-7,1
-20,-391,16523,-1,-8,3
-30,-393,16513,2,-7,0
-46,-377,16531,-1,-10,2
-59,-392,16534,-1,-8,2
-37,-372,16533,0,-8,0
-48,-382,16531,-2,-7,1
-40,-381,16537,1,-8,2
-37,-375,16512,-3,-7,1
-27,-380,16536,-1,-10,1
-50,-373,16537,0,-9,1
-48,-385,16524,-1,-10,1
-44,-389,16526,-1,-9,1
-27,-383,16529,0,-8,0
-30,-371,16515,-2,-8,1
-36,-383,16536,0,-6,0
-52,-358,16518,0,-7,0
-32,-381,16533,0,-8,0
-33,-390,16517,0,-7,2
-44,-405,16530,-3,-8,0
-57,-384,16525,0,-8,1
-18,-384,16519,0,-8,1
-36,-377,16521,-1,-9,1
-49,-378,16527,0,-9,-1
-34,-368,16533,-1,-9,2
-47,-362,16519,-2,-9,1
-46,-391,16533,1,-8,2
-41,-391,16507,-1,-8,1
-50,-383,16511,1,-9,2
-37,-378,16546,0,-7,0
-36,-389,16517,-2,-7,1
-40,-389,16523,-2,-9,0
-49,-387,16520,-1,-7,2
-48,-382,16492,-2,-10,1
-20,-380,16525,0,-8,0
-47,-385,16529,1,-10,1
-39,-377,16528,-1,-9,1
-49,-397,16518,2,-10,1
-49,-388,16520,0,-8,2
-45,-390,16506,-1,-9,1
-30,-368,16537,-1,-8,1
-52,-398,16526,1,-9,1
-40,-376,16523,-2,-8,1
-43,-379,16528,-2,-9,1
-24,-392,16505,-2,-8,2
-26,-360,16515,0,-7,1
-76,-389,16529,0,-8,0
-48,-383,16527,0,-8,2
-45,-396,16528,-1,-8,3
-18,-374,16529,-2,-11,1
-53,-367,16534,-2,-8,1
-38,-379,16538,-1,-9,1
-27,-375,16518,-1,-8,1
-49,-393,16513,0,-8,-1
-31,-375,16531,-1,-8,-1
-38,-377,16518,-1,-8,1
-29,-384,16542,0,-7,2
-70,-409,16520,2,-8,2
-51,-395,16524,-2,-9,1
-35,-391,16533,1,-8,1
-29,-394,16514,-1,-8,2
-33,-393,16516,1,-7,1
-44,-386,16525,1,-10,1
-35,-384,16529,-1,-7,2
-35,-395,16521,-1,-8,0
-41,-402,16519,0,-9,0
-33,-382,16537,0,-9,0
-38,-376,16533,-1,-7,3
-31,-390,16519,-3,-8,3
-54,-381,16510,0,-8,0
-41,-378,16519,-1,-7,2
-46,-378,16533,-2,-9,1
-38,-371,16526,-1,-9,0
-46,-378,16518,1,-7,1
