AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-42,-399,16525,-1,-8,0
-27,-396,16524,0,-8,1
-37,-402,16518,1,-8,0
-33,-388,16519,-1,-8,1
-27,-369,16530,0,-9,0
-42,-385,16552,-1,-9,2
-18,-389,16532,0,-8,2
-58,-388,16526,-1,-7,2
-34,-368,16538,-2,-8,0
-38,-392,16521,-1,-9,3
-36,-387,16537,2,-7,0
-44,-387,16515,-1,-8,0
-42,-380,16534,0,-8,-1
-32,-385,16518,0,-9,1
-43,-382,16537,-2,-8,3
-42,-385,16520,0,-7,1
-59,-384,16530,-1,-8,1
-51,-393,16517,-1,-9,1
-37,-373,16532,0,-7,0
-13,-392,16555,-2,-9,2
-20,-374,16530,-2,-8,-1
-47,-390,16533,-1,-9,0
-31,-375,16532,-1,-8,1
-39,-388,16518,0,-8,1
-57,-398,16518,0,-8,2
-31,-384,16550,-2,-8,1
-41,-387,16522,0,-9,1
-28,-379,16527,0,-8,2
-36,-386,16533,0,-8,2
-46,-391,16519,-2,-9,1
-49,-393,16525,-2,-7,1
-26,-405,16510,0,-9,1
-59,-387,16539,-2,-8,1
-36,-383,16525,-1,-9,0
-20,-376,16539,-1,-8,1
-37,-402,16521,-2,-8,1
-37,-381,16535,-1,-9,2
-38,-378,16543,-1,-7,1
-42,-379,16517,-1,-6,0
-35,-375,16518,-1,-8,2
-40,-381,16525,0,-9,1
-44,-390,16520,1,-7,1
-44,-382,16523,-2,-9,0
-34,-390,16517,-1,-8,1
-48,-381,16523,-2,-9,2
-43,-379,16511,-4,-9,1
-60,-391,16531,-2,-7,0
-66,-381,16541,0,-9,1
-35,-376,16526,-2,-8,-1
-38,-396,16533,-1,-7,2
-22,-384,16523,0,-10,2
-43,-405,16513,1,-9,1
-34,-369,16541,-1,-8,1
-27,-403,16543,0,-7,0
-45,-381,16519,1,-7,2
-14,-368,16518,-1,-7,0
-33,-350,16533,-1,-8,1
-40,-367,16520,-1,-7,2
-39,-376,16527,-1,-8,3
-21,-391,16535,-3,-8,1
-37,-369,16531,0,-8,2
-37,-369,16516,-1,-9,3
-51,-396,16526,0,-8,1
-51,-382,16523,0,-9,0
-24,-384,16517,-2,-8,2
-45,-378,16521,0,-8,3
-45,-374,16522,-1,-8,2
-44,-367,16526,-2,-7,2
-51,-377,16528,0,-6,0
-39,-381,16528,1,-9,2
-47,-392,16547,1,-8,1
-41,-388,16523,-1,-7,1
-45,-384,16522,-1,-8,2
-39,-378,16530,-2,-7,1
-54,-381,16546,-1,-9,1
-51,-367,16514,2,-7,-1
-37,-367,16535,-1,-9,2
-50,-379,16523,1,-8,0
-36,-406,16534,-1,-7,2
-46,-378,16529,-2,-9,1
-38,-381,16528,0,-7,-1
-48,-377,16541,-2,-8,1
-42,-384,16536,-3,-10,0
-41,-382,16538,0,-8,2
-50,-390,16522,-1,-7,1
-60,-372,16539,-2,-8,2
-34,-382,16536,-1,-8,-1
-23,-395,16518,1,-6,0
-36,-390,16527,-1,-8,0
-38,-383,16524,-1,-9,0
-29,-388,16549,-1,-10,1
-50,-378,16529,-1,-9,1
-63,-384,16525,-2,-10,1
-26,-389,16519,0,-7,1
-40,-392,16525,-1,-7,1
-42,-380,16534,-1,-8,1
-23,-381,16535,-2,-8,2
-41,-370,16527,-2,-8,0
-42,-391,16506,0,-8,3
-53,-392,16530,-1,-7,0
-26,-387,16518,0,-7,0
-38,-383,16538,-1,-8,1
-44,-392,16516,0,-8,2
-36,-368,16529,1,-8,0
-31,-385,16530,0,-9,1
-47,-383,16541,0,-8,2
-36,-383,16544,0,-9,1
-31,-393,16524,-2,-9,0
-35,-391,16524,1,-6,1
-24,-379,16532,-1,-7,1
-40,-376,16530,1,-9,3
-48,-369,16526,1,-8,2
-49,-386,16531,0,-7,1
-48,-386,16541,1,-9,-1
-34,-379,16511,1,-8,1
-37,-382,16549,-3,-7,1
-49,-393,16536,0,-8,2
-47,-368,16520,2,-9,2
-50,-388,16528,-2,-8,3
-52,-387,16529,-1,-7,0
-36,-390,16533,0,-8,0
-40,-376,16514,-1,-7,2
-52,-382,16520,-1,-8,2
-42,-387,16539,1,-7,1
-35,-364,16525,1,-8,2
-35,-374,16530,-2,-7,0
-26,-368,16532,-2,-10,1
-43,-388,16529,0,-8,2
-27,-390,16556,0,-8,0
-42,-362,16532,-2,-8,2
-29,-378,16530,-2,-7,0
-34,-386,16517,1,-10,2
-48,-383,16526,0,-7,0
-18,-381,16517,-1,-8,1
-38,-377,16537,-1,-8,1
-31,-400,16523,0,-7,1
-38,-366,16548,-1,-9,1
-52,-367,16522,1,-8,1
-44,-374,16530,-1,-8,2
-58,-392,16532,0,-8,2
-41,-379,16531,-1,-8,1
-6,-386,16539,0,-9,1
-42,-373,16501,-1,-7,0
-34,-381,16519,0,-8,2
-25,-383,16523,-2,-10,1
-35,-378,16528,-1,-7,0
-38,-355,16528,-1,-9,1
-48,-377,16540,0,-8,1
-50,-380,16526,2,-9,0
-40,-391,16516,0,-8,3
-50,-372,16522,0,-9,2
-42,-378,16514,0,-8,1
-19,-375,16542,1,-8,2
-53,-398,16526,2,-9,2
-43,-377,16517,0,-7,2
-46,-368,16532,0,-8,0
-40,-391,16539,0,-9,1
-31,-388,16518,1,-9,1
-34,-366,16518,-1,-9,1
-66,-390,16509,1,-8,2
-23,-373,16532,-1,-8,2
-24,-375,16524,0,-8,2
-30,-373,16518,-2,-8,2
-47,-379,16533,-1,-8,0
-13,-359,16541,0,-8,1
-45,-395,16515,-1,-8,1
-46,-356,16535,-1,-9,0
-42,-387,16524,1,-8,1
-37,-379,16528,-1,-9,0
-29,-364,16532,-1,-8,1
-50,-384,16540,-1,-8,1
-52,-391,16543,1,-7,-1
-21,-376,16528,1,-8,1
-36,-363,16528,-1,-9,1
-40,-375,16542,-1,-9,2
-11,-376,16521,2,-8,0
-23,-373,16526,0,-8,0
-32,-363,16511,-1,-9,3
-26,-380,16551,-1,-6,0
-27,-386,16534,0,-7,1
-35,-375,16552,-4,-8,-1
-30,-376,16531,1,-11,1
-41,-388,16525,1,-8,0
-54,-375,16521,0,-8,2
-50,-392,16527,0,-8,1
-31,-392,16524,0,-7,2
-51,-400,16533,-1,-9,0
-33,-370,16534,-2,-7,0
-26,-365,16533,1,-9,0
-57,-392,16528,0,-7,0
-45,-382,16538,-1,-10,0
-42,-397,16520,0,-8,-1
-40,-395,16532,0,-6,2
-33,-371,16512,-1,-9,1
-41,-379,16522,-2,-8,1
-51,-401,16496,-1,-8,1
-45,-398,16533,0,-7,2
-41,-368,16518,-2,-7,3
-40,-391,16534,1,-8,3
-42,-398,16517,0,-9,0
-35,-382,16510,0,-8,1
-58,-403,16519,-1,-7,0
-45,-388,16522,-1,-8,1
-61,-375,16526,1,-8,0
-45,-384,16533,0,-8,0
-45,-403,16516,1,-7,-1
-43,-379,16529,-1,-9,0
-34,-370,16533,0,-9,1
-24,-381,16542,-1,-9,0
-31,-372,16545,1,-9,-1
-28,-386,16525,0,-7,2
-42,-367,16547,-1,-7,1
-43,-397,16526,0,-8,2
-64,-389,16528,0,-8,1
-36,-385,16537,-1,-10,1
-32,-381,16509,1,-8,1
-57,-390,16538,-2,-9,3
-35,-400,16505,0,-9,0
-40,-374,16537,0,-9,1
-48,-386,16517,-1,-8,0
-28,-373,16517,0,-8,2
-52,-388,16535,0,-7,1
-29,-371,16537,1,-9,2
-32,-389,16527,0,-8,2
-48,-386,16523,1,-8,1
-44,-385,16523,0,-9,0
-44,-401,16546,0,-8,1
-43,-392,16540,-1,-10,1
-25,-380,16538,0,-7,1
-37,-374,16540,-1,-9,0
-58,-391,16527,0,-9,0
-40,-393,16529,-1,-9,2
-47,-379,16519,0,-9,0
-45,-388,16508,-1,-9,2
-32,-370,16536,0,-9,0
-25,-372,16544,0,-9,3
-26,-384,16524,0,-8,2
-47,-377,16529,-1,-8,2
-35,-376,16526,-1,-9,-1
-27,-385,16537,1,-8,0
-34,-368,16530,-1,-8,0
-38,-379,16532,-2,-9,0
-38,-386,16529,0,-8,2
-44,-390,16524,1,-9,2
-46,-378,16528,0,-9,2
-44,-403,16538,0,-7,0
-60,-378,16517,0,-9,4
-36,-404,16539,1,-8,2
-60,-408,16523,0,-8,2
-26,-365,16538,0,-7,0
-46,-387,16539,0,-10,2
-19,-386,16524,0,-8,0
-53,-392,16511,0,-8,1
-53,-404,16522,-1,-9,2
-42,-388,16538,-2,-8,-1
-23,-373,16544,-1,-7,2
-23,-369,16549,-2,-6,1
-49,-381,16527,0,-7,1
-19,-370,16546,0,-8,0
-44,-376,16523,0,-8,2
-40,-387,16537,-1,-8,0
-34,-385,16527,-1,-8,1
-21,-373,16522,1,-9,0
-50,-388,16527,-1,-8,1
-39,-372,16527,1,-7,1
-63,-387,16528,-1,-9,1
-43,-385,16536,0,-9,3
-29,-377,16519,-1,-6,1
-47,-363,16526,1,-9,0
-39,-396,16516,0,-7,0
-45,-374,16544,-1,-8,0
-36,-368,16526,0,-8,1
-30,-395,16523,0,-9,1
-55,-376,16534,0,-8,3
-18,-394,16519,-1,-9,1
-43,-387,16531,0,-8,0
-42,-373,16525,-1,-8,-1
-46,-409,16519,-1,-8,2
-38,-394,16513,-1,-9,1
-54,-372,16524,1,-10,1
-40,-398,16523,0,-9,2
-26,-382,16525,-1,-8,0
-45,-385,16523,-1,-7,2
-42,-401,16532,-2,-8,2
-33,-380,16532,-1,-9,2
-41,-386,16522,0,-9,2
-46,-379,16516,-1,-10,3
-54,-385,16523,-1,-9,3
-41,-388,16530,-1,-7,1
-36,-377,16526,-1,-8,2
-42,-401,16529,2,-9,1
-36,-391,16517,0,-11,-1
-46,-390,16522,-1,-7,2
-46,-403,16527,0,-9,3
-42,-375,16527,1,-7,3
-33,-387,16514,-1,-8,2
-45,-377,16523,0,-9,1
-24,-385,16527,-2,-9,3
-28,-392,16514,0,-8,1
-35,-390,16546,0,-9,1
-44,-401,16534,1,-8,2
-57,-407,16509,0,-9,1
-48,-390,16539,0,-7,2
-32,-383,16530,0,-8,2
-43,-399,16528,-1,-8,2
-27,-385,16533,0,-7,1
-53,-382,16517,1,-9,1
-40,-372,16545,0,-7,2
-37,-384,16536,0,-9,-1
-52,-365,16525,-1,-9,4
-25,-382,16532,1,-9,0
-28,-386,16533,-1,-9,1
-45,-385,16529,1,-9,1
-43,-392,16508,0,-7,1
-35,-378,16529,-1,-7,-1
-14,-379,16543,1,-10,1
-35,-371,16522,1,-7,1
-19,-384,16519,-1,-8,2
-38,-379,16532,0,-8,0
-54,-396,16513,1,-9,1
-32,-372,16548,0,-9,1
-46,-374,16521,0,-7,1
-36,-376,16529,-1,-8,2
-51,-388,16527,0,-8,1
-33,-378,16529,-1,-8,0
-40,-383,16525,-2,-9,0
-42,-388,16511,0,-8,3
-28,-378,16538,-1,-8,2
-1,-360,16530,0,-9,0
-18,-382,16538,0,-9,0
-38,-396,16550,0,-8,0
-68,-399,16514,-1,-9,2
-31,-376,16532,1,-8,0
-30,-395,16528,1,-8,3
-55,-390,16525,-1,-9,2
-52,-377,16541,-1,-9,0
-22,-385,16534,0,-8,0
-28,-391,16519,-1,-6,1
-67,-378,16521,-1,-9,2
-30,-397,16532,0,-9,1
-51,-369,16530,0,-7,1
-39,-388,16526,1,-7,2
-37,-372,16530,1,-8,1
-28,-390,16524,0,-10,1
-43,-376,16540,2,-8,2
-42,-387,16537,-2,-9,1
-46,-386,16530,-1,-7,1
-53,-384,16534,-2,-9,3
-54,-383,16520,-1,-7,1
-48,-386,16511,0,-9,1
-46,-378,16524,1,-9,0
-33,-361,16547,0,-8,2
-42,-370,16533,-1,-9,3
-22,-378,16542,1,-8,2
-43,-382,16526,0,-8,0
-29,-391,16535,-1,-7,0
-34,-372,16529,2,-9,3
-41,-393,16531,1,-10,3
-35,-394,16509,-1,-8,2
-40,-371,16557,2,-8,3
-26,-388,16520,0,-7,1
-39,-358,16519,0,-8,2
-33,-374,16544,0,-9,1
-40,-381,16525,-1,-7,0
-43,-384,16524,-2,-8,1
-26,-382,16530,0,-10,1
-49,-376,16508,-2,-8,2
-9,-379,16532,-3,-9,0
-40,-396,16519,0,-9,0
-46,-387,16520,1,-9,1
-43,-369,16506,-1,-8,2
-47,-391,16514,-2,-8,3
-36,-384,16516,0,-8,1
-42,-376,16533,-1,-8,0
-23,-384,16529,-1,-9,2
-54,-384,16518,1,-11,2
-30,-391,16524,0,-8,1
-46,-373,16526,-1,-9,0
-31,-369,16539,0,-8,2
-32,-371,16532,-1,-7,0
-58,-387,16529,0,-8,2
-46,-389,16522,0,-10,1
-37,-393,16516,-1,-9,0
-61,-381,16511,-1,-8,1
-48,-376,16520,-1,-8,1
-54,-366,16534,0,-10,2
-50,-390,16527,0,-7,0
-51,-394,16513,0,-7,1
-35,-372,16524,-1,-10,-1
-42,-375,16511,0,-8,-1
-44,-392,16517,-2,-8,2
-28,-365,16541,-2,-8,-1
-49,-386,16538,-1,-7,-1
-35,-403,16515,0,-10,0
-40,-371,16519,1,-9,1
-35,-377,16540,-1,-8,1
-36,-360,16533,2,-10,0
-31,-392,16541,-1,-9,2
-42,-362,16542,-3,-8,0
-17,-390,16528,0,-8,2
-40,-370,16535,-1,-8,1
-22,-379,16536,0,-9,1
-23,-368,16545,0,-11,0
-24,-386,16531,0,-8,0
-36,-375,16550,1,-8,2
-42,-388,16530,0,-8,1
-36,-364,16535,-1,-10,1
-37,-366,16530,0,-9,0
-20,-392,16542,0,-9,0
-44,-383,16556,0,-8,1
-27,-382,16545,0,-12,-1
-25,-382,16530,-1,-10,0
-50,-380,16533,1,-9,2
-38,-399,16506,-1,-8,2
-44,-373,16529,1,-9,1
-13,-389,16526,1,-9,2
-43,-382,16536,-1,-8,1
-35,-386,16515,-1,-8,2
-54,-386,16520,0,-9,0
-37,-374,16548,2,-8,2
-35,-400,16527,-2,-8,1
-42,-396,16535,-2,-8,2
-54,-383,16508,-1,-8,1
-41,-392,16525,-3,-8,0
-37,-381,16522,0,-9,0
-55,-386,16534,0,-10,1
-40,-383,16526,0,-8,0
-42,-370,16534,-1,-9,2
-37,-379,16524,0,-10,2
-35,-391,16529,0,-10,1
-27,-380,16525,-1,-8,2
-29,-378,16522,1,-9,1
-40,-371,16541,-2,-7,1
-37,-375,16538,1,-9,0
-46,-396,16528,0,-8,2
-29,-374,16511,-1,-9,2
-26,-387,16527,-1,-8,-1
-28,-377,16521,0,-7,1
-29,-372,16521,1,-9,1
-36,-369,16542,-1,-8,1
-35,-386,16538,0,-8,0
-37,-382,16524,0,-9,1
-34,-386,16535,0,-10,0
-40,-360,16544,-3,-8,1
-29,-376,16530,-1,-9,1
-36,-390,16530,1,-7,2
-21,-377,16533,-2,-9,1
-42,-399,16515,-2,-8,0
-33,-358,16529,0,-10,3
-41,-377,16517,0,-7,2
-44,-360,16530,1,-9,2
-37,-393,16519,0,-9,1
-43,-387,16560,-1,-10,2
-31,-376,16522,1,-9,3
-39,-372,16525,-2,-8,1
-44,-378,16532,0,-7,1
-17,-365,16542,0,-7,1
-28,-373,16548,1,-9,3
-40,-379,16523,0,-9,1
-32,-385,16532,0,-9,2
-35,-386,16513,-1,-9,2
-37,-389,16537,-1,-8,0
-36,-370,16538,-2,-8,2
-63,-387,16523,-1,-10,2
-23,-377,16529,0,-9,2
-23,-383,16546,1,-8,1
-44,-391,16518,1,-9,2
-49,-389,16525,0,-9,1
-32,-367,16536,0,-8,2
-38,-369,16522,-2,-9,2
-27,-395,16513,0,-8,1
-33,-365,16525,-1,-8,1
-19,-391,16518,-1,-9,1
-26,-387,16528,-1,-9,-1
-46,-404,16527,-1,-9,2
-31,-391,16526,-1,-9,2
-31,-390,16538,-1,-10,1
-42,-380,16528,-1,-7,0
-35,-401,16543,-1,-10,2
-47,-387,16529,-1,-10,1
-32,-398,16532,0,-9,-1
-46,-401,16526,-2,-9,2
-39,-401,16530,-1,-9,1
-40,-367,16534,0,-8,0
-32,-385,16530,0,-9,2
-54,-379,16526,0,-8,2
-35,-367,16549,0,-8,3
-33,-387,16541,-1,-8,1
-54,-371,16513,-1,-8,1
-54,-385,16531,1,-8,0
-40,-358,16536,0,-7,0
-31,-375,16550,2,-7,1
-21,-386,16533,-1,-10,2
-35,-381,16531,-1,-8,1
-61,-367,16535,1,-9,2
-38,-405,16527,2,-8,2
-49,-382,16522,0,-8,2
-40,-373,16534,0,-10,2
-24,-362,16534,3,-8,0
-39,-385,16517,1,-8,-1
-25,-374,16521,0,-8,-1
-31,-392,16546,0,-9,2
-44,-381,16533,-2,-8,2
-30,-366,16537,0,-9,2
-38,-384,16537,0,-9,2
-54,-368,16550,1,-8,1
-32,-370,16535,0,-9,1
-24,-379,16547,-2,-7,1
-46,-394,16533,-2,-8,1
-21,-368,16546,1,-8,-1
-31,-370,16531,1,-9,2
-34,-387,16537,1,-7,0
-41,-376,16551,0,-8,2
-42,-372,16538,1,-7,2
-26,-379,16549,0,-8,2
-37,-385,16526,1,-9,1
-25,-381,16543,-1,-10,0
-34,-374,16541,2,-9,1
-38,-375,16541,1,-9,3
-32,-372,16537,-1,-8,-1
-32,-376,16524,0,-9,1
-32,-377,16518,0,-7,2
-24,-377,16543,-1,-8,0
-55,-386,16514,-1,-10,1
-36,-382,16535,1,-10,1
-35,-380,16530,-1,-8,0
-38,-391,16524,-2,-9,2
-28,-381,16524,-2,-8,1
-33,-382,16509,1,-8,1
-52,-368,16542,0,-8,1
-29,-384,16524,0,-7,0
-50,-389,16516,-3,-9,2
-59,-399,16520,-1,-8,-1
-51,-379,16527,1,-10,2
-37,-377,16527,-1,-8,2
-50,-390,16541,1,-9,1
-51,-357,16534,0,-9,0
-29,-374,16541,1,-8,3
-27,-381,16535,0,-8,2
-34,-391,16523,1,-7,1
-63,-396,16513,0,-9,3
-51,-408,16517,-1,-9,3
-29,-375,16538,-1,-9,2
-31,-385,16538,-1,-9,1
-33,-366,16536,-1,-8,1
-35,-382,16526,1,-9,1
-43,-373,16521,1,-8,1
-57,-382,16526,2,-9,2
-42,-384,16523,0,-8,2
-44,-378,16517,-1,-9,1
-41,-383,16514,1,-10,3
-39,-380,16519,0,-10,0
-35,-395,16512,1,-8,2
-37,-379,16540,-1,-9,2
-53,-372,16517,1,-10,3
-44,-385,16509,0,-9,1
-40,-384,16512,0,-8,1
-29,-383,16547,0,-10,2
-32,-389,16529,0,-7,3
-56,-381,16513,-3,-7,1
-49,-378,16517,-1,-9,2
-36,-377,16558,-1,-8,-1
-23,-378,16534,0,-9,1
-31,-375,16536,-1,-10,0
-49,-385,16539,1,-10,2
-45,-395,16519,0,-9,1
-23,-386,16513,0,-8,3
-38,-380,16523,-1,-9,3
-38,-377,16516,-1,-8,1
-35,-390,16535,0,-9,2
-41,-383,16534,1,-8,0
-42,-387,16531,0,-7,0
-46,-379,16527,0,-7,1
-30,-391,16519,1,-9,3
-37,-372,16519,-1,-9,2
-48,-377,16519,-1,-8,1
-52,-394,16533,-1,-9,3
-48,-375,16528,0,-8,2
-68,-392,16515,0,-8,1
-32,-382,16520,-1,-11,0
-69,-388,16526,0,-9,2
-70,-384,16537,0,-9,2
-48,-392,16503,0,-8,2
-41,-378,16506,-2,-9,1
-22,-385,16513,1,-8,2
-22,-387,16519,0,-9,1
-35,-372,16546,1,-9,2
-67,-394,16516,1,-9,1
-56,-405,16536,0,-8,4
-48,-356,16532,0,-8,0
-37,-398,16535,0,-9,0
-44,-387,16531,0,-8,1
-44,-398,16504,-1,-9,2
-50,-383,16520,0,-10,1
-52,-391,16539,0,-9,0
-48,-372,16540,-1,-9,0
-41,-379,16517,-1,-8,0
-58,-393,16522,0,-10,2
-45,-396,16522,-1,-8,1
-41,-373,16506,0,-9,0
-34,-382,16514,-1,-9,1
-46,-384,16523,1,-8,1
-49,-384,16537,0,-9,2
-60,-382,16520,2,-9,1
-47,-379,16529,-1,-9,2
-56,-388,16547,-1,-9,1
-45,-366,16545,0,-7,1
-17,-357,16520,0,-9,2
-57,-367,16539,0,-8,0
-28,-385,16531,0,-8,1
-36,-373,16527,0,-9,2
-30,-379,16523,1,-8,1
-37,-379,16504,-1,-6,0
-55,-407,16514,-1,-8,1
-42,-390,16497,0,-9,1
-32,-370,16530,1,-7,1
-36,-390,16544,0,-9,1
-32,-391,16516,-2,-8,3
-39,-391,16523,1,-9,0
-41,-385,16511,-1,-10,2
-43,-403,16514,0,-9,0
-41,-368,16533,-1,-10,2
-46,-388,16526,1,-8,1
-46,-379,16537,0,-9,1
-35,-370,16537,-1,-8,2
-52,-382,16521,0,-8,0
-39,-370,16537,-1,-9,1
-30,-377,16522,1,-9,3
-59,-385,16528,-1,-7,0
-51,-379,16530,1,-10,0
-51,-389,16523,0,-8,1
-55,-405,16516,-2,-9,2
-40,-375,16540,1,-9,1
-35,-400,16524,0,-9,1
-40,-379,16546,0,-8,0
-28,-386,16550,-1,-9,0
-39,-386,16527,-1,-8,0
-45,-369,16529,0,-8,0
-40,-380,16527,-1,-8,1
-41,-377,16519,-1,-8,1
-44,-388,16537,0,-8,1
-39,-380,16525,0,-9,1
-42,-393,16521,0,-10,3
-40,-387,16536,1,-9,3
-53,-393,16518,0,-11,1
-33,-378,16545,1,-9,1
-35,-391,16523,-1,-8,0
-25,-377,16512,-1,-10,1
-36,-376,16540,3,-8,2
-52,-377,16518,2,-8,0
-47,-377,16529,0,-9,3
-40,-383,16545,-1,-9,2
-43,-377,16508,-1,-9,3
-44,-388,16537,-1,-8,0
-50,-388,16531,1,-10,3
-43,-380,16513,0,-9,2
-39,-387,16524,2,-8,3
-38,-392,16511,0,-9,1
-48,-391,16545,1,-9,1
-52,-360,16525,0,-8,2
-44,-391,16547,0,-9,0
-13,-385,16517,0,-10,2
-47,-383,16522,0,-8,1
-55,-373,16540,2,-9,2
-44,-380,16512,0,-8,2
-50,-384,16529,0,-9,0
-37,-403,16536,-1,-8,1
-44,-383,16519,1,-9,1
-53,-367,16514,-2,-9,2
-52,-374,16500,0,-9,0
-48,-386,16519,2,-8,0
-54,-385,16507,2,-10,1
-34,-366,16521,-1,-10,0
-29,-374,16521,-1,-8,1
-39,-388,16538,-1,-9,2
-49,-391,16515,0,-11,1
-44,-390,16522,-1,-10,0
-50,-413,16522,-1,-9,2
-38,-407,16533,0,-10,3
-57,-376,16523,-1,-9,1
-45,-392,16522,0,-9,1
-40,-376,16530,-2,-10,2
-40,-378,16526,0,-10,1
-41,-378,16526,0,-8,-1
-33,-378,16536,1,-11,2
-35,-386,16529,-2,-9,0
-29,-378,16521,-1,-10,1
-59,-407,16528,0,-8,2
-42,-406,16514,-1,-9,0
-38,-393,16521,-3,-10,0
-24,-378,16530,1,-9,-1
-41,-374,16509,-1,-9,1
-38,-380,16544,0,-8,1
-52,-393,16536,0,-9,1
-39,-383,16534,2,-10,1
-52,-396,16523,-2,-8,2
-50,-380,16520,0,-10,0
-28,-385,16513,-1,-9,1
-44,-380,16520,-2,-9,1
-33,-374,16551,-1,-9,1
-49,-395,16514,0,-9,2
-32,-375,16543,0,-9,1
-50,-382,16532,1,-9,2
-41,-394,16539,1,-10,0
-31,-370,16507,0,-9,2
-41,-390,16516,0,-9,2
-51,-391,16530,0,-9,1
-36,-386,16529,1,-11,1
-42,-386,16519,0,-9,0
-38,-366,16542,-1,-8,2
-34,-365,16525,0,-7,2
-49,-371,16531,0,-9,0
-49,-373,16529,-1,-10,1
-20,-375,16540,-1,-8,2
-27,-375,16530,-1,-9,0
-24,-369,16539,1,-8,2
-41,-395,16528,0,-10,1
-42,-393,16540,0,-7,0
-32,-388,16518,0,-10,2
-48,-382,16549,0,-8,1
-34,-383,16537,-1,-9,-1
-32,-370,16524,1,-10,2
-64,-398,16524,1,-9,2
-61,-375,16527,-1,-7,1
-52,-394,16523,0,-10,0
-45,-383,16524,0,-7,2
-34,-389,16517,-2,-9,0
-49,-387,16526,-1,-10,0
-23,-374,16536,0,-8,0
-34,-384,16534,0,-10,2
-62,-392,16522,0,-9,1
-50,-390,16504,-2,-10,0
-43,-378,16517,0,-9,0
-51,-387,16523,1,-9,1
-34,-392,16533,-1,-9,1
-42,-379,16517,0,-9,1
-46,-394,16506,0,-9,1
-46,-382,16508,0,-11,3
-39,-390,16521,-1,-9,1
-55,-385,16514,1,-9,2
-27,-389,16528,0,-8,1
-30,-375,16531,-1,-8,3
-39,-363,16532,-2,-9,0
-34,-366,16533,0,-9,3
-39,-358,16550,0,-8,-1
-35,-373,16530,1,-9,2
-41,-397,16524,0,-10,1
-40,-401,16527,-1,-9,2
-51,-398,16519,0,-10,1
-50,-390,16533,-1,-9,0
-71,-415,16507,1,-9,1
-29,-390,16531,-1,-9,1
-29,-376,16524,0,-10,0
-31,-374,16518,1,-9,1
-43,-377,16529,-1,-9,2
-50,-371,16543,1,-9,1
-47,-394,16525,-1,-10,0
-44,-381,16518,-1,-9,1
-48,-390,16529,0,-7,0
-48,-386,16517,0,-8,1
-61,-398,16528,-1,-7,1
-35,-368,16527,-1,-9,1
-30,-372,16535,-1,-9,0
-22,-388,16524,1,-8,2
-42,-365,16523,0,-9,2
-37,-366,16542,1,-9,1
-35,-373,16562,0,-8,1
-29,-352,16529,0,-8,2
-25,-355,16525,-2,-10,2
-38,-392,16516,-1,-9,0
-43,-392,16524,-2,-9,1
-41,-398,16531,0,-9,2
-46,-379,16517,1,-10,1
-34,-378,16534,-1,-8,1
-61,-377,16522,0,-9,0
-52,-390,16511,0,-9,2
-35,-387,16521,0,-9,1
-45,-382,16522,0,-9,0
-44,-390,16527,0,-8,2
-49,-387,16522,1,-7,1
-29,-379,16542,0,-8,2
-31,-388,16529,0,-8,2
-44,-383,16540,0,-8,1
-43,-385,16520,-2,-9,1
-47,-369,16547,2,-8,1
-43,-376,16533,-2,-8,1
-26,-381,16539,1,-8,1
-38,-387,16533,1,-9,1
-50,-392,16519,-2,-11,0
-58,-395,16517,0,-9,1
-58,-394,16523,-1,-8,0
-37,-375,16529,1,-8,1
-34,-378,16530,0,-9,0
-43,-382,16533,-2,-10,0
-37,-377,16532,-1,-8,1
-28,-386,16526,-1,-8,0
-39,-371,16536,0,-9,1
-35,-382,16521,1,-9,0
-50,-387,16513,-1,-8,1
-47,-379,16543,-1,-9,1
-41,-391,16532,1,-8,1
-43,-373,16533,0,-9,-1
-42,-390,16516,-1,-8,1
-49,-369,16530,-1,-9,1
-25,-380,16520,0,-10,0
-44,-393,16522,-1,-8,2
-30,-389,16536,0,-8,3
-17,-371,16530,0,-10,1
-38,-395,16518,0,-10,1
-27,-382,16518,1,-10,3
-42,-374,16518,0,-9,3
-36,-371,16529,-1,-8,-1
-34,-388,16532,-2,-9,1
-39,-388,16539,0,-9,2
-50,-377,16525,-1,-9,0
-27,-377,16528,0,-10,2
-30,-374,16534,0,-9,1
-46,-378,16526,0,-8,1
-35,-385,16526,-1,-8,1
-42,-381,16534,0,-9,1
-34,-387,16519,-2,-9,0
-21,-377,16533,0,-10,0
-36,-399,16531,0,-8,1
-32,-380,16542,-1,-10,3
-58,-365,16517,-1,-9,3
-41,-392,16523,-1,-9,2
-43,-378,16552,0,-8,1
-42,-379,16515,1,-8,0
-28,-394,16531,-2,-9,2
-49,-376,16527,0,-10,2
-35,-374,16528,1,-9,0
-40,-372,16526,-1,-9,0
-48,-389,16538,0,-10,2
-41,-387,16529,-1,-9,0
-41,-384,16531,-1,-10,1
-23,-370,16539,-1,-7,0
-45,-389,16524,0,-10,2
-32,-375,16526,0,-9,1
-37,-389,16537,0,-8,4
-50,-400,16529,-2,-11,0
-42,-388,16536,1,-9,0
-41,-386,16511,-2,-9,1
-30,-367,16547,0,-9,0
-38,-376,16528,0,-9,1
-30,-394,16519,0,-9,1
-21,-387,16539,-1,-10,1
-26,-384,16512,0,-10,1
-32,-387,16524,-2,-10,1
